gene	COG_category
h1SMcG0021861	H
h1SMcG0021862	-
h1SMcG0021863	-
h1SMcG0021864	-
h1SMcG0021865	-
h1SMcG0021866	I
h1SMcG0021867	S
h1SMcG0021868	-
h1SMcG0021869	A
h1SMcG0021870	-
h1SMcG0021871	Q
h1SMcG0021872	-
h1SMcG0021873	T
h1SMcG0021874	-
h1SMcG0021875	-
h1SMcG0021876	O
h1SMcG0021877	E
h1SMcG0021878	-
h1SMcG0021879	-
h1SMcG0021880	-
h1SMcG0021881	O
h1SMcG0021882	S
h1SMcG0021883	S
h1SMcG0021884	D
h1SMcG0021885	U
h1SMcG0021886	I
h1SMcG0021887	S
h1SMcG0021888	-
h1SMcG0021889	O
h1SMcG0021890	-
h1SMcG0021891	TU
h1SMcG0021892	Z
h1SMcG0021893	-
h1SMcG0021894	Z
h1SMcG0021895	O
h1SMcG0021896	T
h1SMcG0021897	-
h1SMcG0021898	K
h1SMcG0021899	T
h1SMcG0021900	K
h1SMcG0021901	A
h1SMcG0021902	I
h1SMcG0021903	J
h1SMcG0021904	A
h1SMcG0021905	-
h1SMcG0021906	T
h1SMcG0021907	T
h1SMcG0021908	O
h1SMcG0021909	-
h1SMcG0021910	O
h1SMcG0021911	-
h1SMcG0021912	-
h1SMcG0021913	D
h1SMcG0021914	L
h1SMcG0021915	-
h1SMcG0021916	K
h1SMcG0021917	O
h1SMcG0021918	L
h1SMcG0021919	K
h1SMcG0021920	-
h1SMcG0021921	H
h1SMcG0021922	M
h1SMcG0021923	G
h1SMcG0021924	S
h1SMcG0021925	-
h1SMcG0021926	EPT
h1SMcG0021927	U
h1SMcG0021928	-
h1SMcG0021929	T
h1SMcG0021930	Z
h1SMcG0021931	G
h1SMcG0021932	G
h1SMcG0021933	G
h1SMcG0021934	S
h1SMcG0021935	K
h1SMcG0021936	J
h1SMcG0021937	O
h1SMcG0021938	O
h1SMcG0021939	S
h1SMcG0021940	O
h1SMcG0021941	T
h1SMcG0021942	L
h1SMcG0021943	O
h1SMcG0021944	-
h1SMcG0021945	E
h1SMcG0021946	G
h1SMcG0021947	-
h1SMcG0021948	S
h1SMcG0021949	L
h1SMcG0021950	T
h1SMcG0021951	-
h1SMcG0021952	AJ
h1SMcG0021953	UZ
h1SMcG0021954	-
h1SMcG0021955	T
h1SMcG0021956	-
h1SMcG0021957	TZ
h1SMcG0021958	B
h1SMcG0021959	O
h1SMcG0021960	O
h1SMcG0021961	-
h1SMcG0021962	T
h1SMcG0021963	T
h1SMcG0021964	TZ
h1SMcG0021965	S
h1SMcG0021966	D
h1SMcG0021967	S
h1SMcG0021968	T
h1SMcG0021969	A
h1SMcG0021970	-
h1SMcG0021971	-
h1SMcG0021972	-
h1SMcG0021973	-
h1SMcG0021974	S
h1SMcG0021975	-
h1SMcG0021976	-
h1SMcG0021977	-
h1SMcG0021978	-
h1SMcG0021979	Z
h1SMcG0021980	S
h1SMcG0021981	I
h1SMcG0021982	I
h1SMcG0021983	S
h1SMcG0021984	V
h1SMcG0021985	L
h1SMcG0021986	S
h1SMcG0021987	-
h1SMcG0021988	-
h1SMcG0021989	C
h1SMcG0021990	-
h1SMcG0021991	G
h1SMcG0021992	S
h1SMcG0021993	G
h1SMcG0021994	G
h1SMcG0021995	I
h1SMcG0021996	S
h1SMcG0021997	EPT
h1SMcG0021998	PT
h1SMcG0021999	P
h1SMcG0022000	PT
h1SMcG0022001	P
h1SMcG0022002	G
h1SMcG0022003	-
h1SMcG0022004	S
h1SMcG0022005	T
h1SMcG0022006	S
h1SMcG0022007	-
h1SMcG0022008	S
h1SMcG0022009	Z
h1SMcG0022010	Z
h1SMcG0022011	D
h1SMcG0022012	A
h1SMcG0022013	U
h1SMcG0022014	G
h1SMcG0022015	P
h1SMcG0022016	K
h1SMcG0022017	J
h1SMcG0022018	PT
h1SMcG0022019	U
h1SMcG0022020	U
h1SMcG0022021	U
h1SMcG0022022	M
h1SMcG0022023	O
h1SMcG0022024	-
h1SMcG0022025	-
h1SMcG0022026	-
h1SMcG0022027	-
h1SMcG0022028	-
h1SMcG0022029	-
h1SMcG0022030	-
h1SMcG0022031	-
h1SMcG0022032	Q
h1SMcG0022033	A
h1SMcG0022034	Z
h1SMcG0022035	-
h1SMcG0022036	O
h1SMcG0022037	PT
h1SMcG0022038	PT
h1SMcG0022039	PT
h1SMcG0022040	PT
h1SMcG0022041	DTZ
h1SMcG0022042	O
h1SMcG0022043	D
h1SMcG0022044	-
h1SMcG0022045	I
h1SMcG0022046	K
h1SMcG0022047	T
h1SMcG0022048	-
h1SMcG0022049	T
h1SMcG0022050	K
h1SMcG0022051	S
h1SMcG0022052	-
h1SMcG0022053	L
h1SMcG0022054	Z
h1SMcG0022055	-
h1SMcG0022056	S
h1SMcG0022057	J
h1SMcG0022058	C
h1SMcG0022059	S
h1SMcG0022060	J
h1SMcG0022061	I
h1SMcG0022062	K
h1SMcG0022063	T
h1SMcG0022064	T
h1SMcG0022065	-
h1SMcG0022066	U
h1SMcG0022067	-
h1SMcG0022068	J
h1SMcG0022069	O
h1SMcG0022070	-
h1SMcG0022071	-
h1SMcG0022072	K
h1SMcG0022073	Z
h1SMcG0022074	A
h1SMcG0022075	O
h1SMcG0022076	G
h1SMcG0022077	-
h1SMcG0022078	-
h1SMcG0022079	-
h1SMcG0022080	J
h1SMcG0022081	S
h1SMcG0022082	-
h1SMcG0022083	A
h1SMcG0022084	S
h1SMcG0022085	T
h1SMcG0022086	T
h1SMcG0022087	-
h1SMcG0022088	S
h1SMcG0022089	G
h1SMcG0022090	G
h1SMcG0022091	T
h1SMcG0022092	T
h1SMcG0022093	-
h1SMcG0022094	E
h1SMcG0022095	T
h1SMcG0022096	-
h1SMcG0022097	S
h1SMcG0022098	C
h1SMcG0022099	U
h1SMcG0022100	A
h1SMcG0022101	Z
h1SMcG0022102	-
h1SMcG0022103	J
h1SMcG0022104	W
h1SMcG0022105	-
h1SMcG0022106	S
h1SMcG0022107	S
h1SMcG0022108	S
h1SMcG0022109	-
h1SMcG0022110	S
h1SMcG0022111	T
h1SMcG0022112	O
h1SMcG0022113	J
h1SMcG0022114	-
h1SMcG0022115	-
h1SMcG0022116	Q
h1SMcG0022117	-
h1SMcG0022118	-
h1SMcG0022119	A
h1SMcG0022120	S
h1SMcG0022121	P
h1SMcG0022122	-
h1SMcG0022123	T
h1SMcG0022124	E
h1SMcG0022125	S
h1SMcG0022126	T
h1SMcG0022127	T
h1SMcG0022128	-
h1SMcG0022129	-
h1SMcG0022130	-
h1SMcG0022131	-
h1SMcG0022132	-
h1SMcG0022133	E
h1SMcG0022134	S
h1SMcG0022135	G
h1SMcG0022136	O
h1SMcG0022137	T
h1SMcG0022138	-
h1SMcG0022139	S
h1SMcG0022140	C
h1SMcG0022141	P
h1SMcG0022142	P
h1SMcG0022143	-
h1SMcG0022144	P
h1SMcG0022145	P
h1SMcG0022146	P
h1SMcG0022147	-
h1SMcG0022148	-
h1SMcG0022149	-
h1SMcG0022150	-
h1SMcG0022151	-
h1SMcG0022152	-
h1SMcG0022153	-
h1SMcG0022154	-
h1SMcG0022155	-
h1SMcG0022156	-
h1SMcG0022157	-
h1SMcG0022158	O
h1SMcG0022159	-
h1SMcG0022160	S
h1SMcG0022161	S
h1SMcG0022162	-
h1SMcG0022163	-
h1SMcG0022164	EPT
h1SMcG0022165	-
h1SMcG0022166	T
h1SMcG0022167	K
h1SMcG0022168	T
h1SMcG0022169	S
h1SMcG0022170	S
h1SMcG0022171	-
h1SMcG0022172	D
h1SMcG0022173	K
h1SMcG0022174	J
h1SMcG0022175	L
h1SMcG0022176	T
h1SMcG0022177	C
h1SMcG0022178	C
h1SMcG0022179	-
h1SMcG0022180	-
h1SMcG0022181	-
h1SMcG0022182	A
h1SMcG0022183	T
h1SMcG0022184	-
h1SMcG0022185	E
h1SMcG0022186	K
h1SMcG0022187	S
h1SMcG0022188	T
h1SMcG0022189	-
h1SMcG0022190	J
h1SMcG0022191	-
h1SMcG0022192	T
h1SMcG0022193	T
h1SMcG0022194	-
h1SMcG0022195	S
h1SMcG0022196	S
h1SMcG0022197	PT
h1SMcG0022198	BD
h1SMcG0022199	-
h1SMcG0022200	-
h1SMcG0022201	K
h1SMcG0022202	TZ
h1SMcG0022203	-
h1SMcG0022204	-
h1SMcG0022205	S
h1SMcG0022206	Z
h1SMcG0022207	S
h1SMcG0022208	S
h1SMcG0022209	T
h1SMcG0022210	S
h1SMcG0022211	Z
h1SMcG0022212	T
h1SMcG0022213	-
h1SMcG0022214	S
h1SMcG0022215	D
h1SMcG0022216	T
h1SMcG0022217	-
h1SMcG0022218	-
h1SMcG0022219	E
h1SMcG0022220	U
h1SMcG0022221	S
h1SMcG0022222	D
h1SMcG0022223	E
h1SMcG0022224	S
h1SMcG0022225	S
h1SMcG0022226	-
h1SMcG0022227	S
h1SMcG0022228	IT
h1SMcG0022229	S
h1SMcG0022230	O
h1SMcG0022231	A
h1SMcG0022232	S
h1SMcG0022233	I
h1SMcG0022234	-
h1SMcG0022235	S
h1SMcG0022236	T
h1SMcG0022237	P
h1SMcG0022238	-
h1SMcG0022239	L
h1SMcG0022240	D
h1SMcG0022241	K
h1SMcG0022242	-
h1SMcG0022243	C
h1SMcG0022244	P
h1SMcG0022245	C
h1SMcG0022246	C
h1SMcG0022247	T
h1SMcG0022248	Z
h1SMcG0022249	J
h1SMcG0022250	-
h1SMcG0022251	Z
h1SMcG0022252	Z
h1SMcG0022253	E
h1SMcG0022254	-
h1SMcG0022255	-
h1SMcG0022256	T
h1SMcG0022257	S
h1SMcG0022258	L
h1SMcG0022259	Z
h1SMcG0022260	T
h1SMcG0022261	T
h1SMcG0022262	-
h1SMcG0022263	G
h1SMcG0022264	S
h1SMcG0022265	S
h1SMcG0022266	S
h1SMcG0022267	K
h1SMcG0022268	K
h1SMcG0022269	D
h1SMcG0022270	A
h1SMcG0022271	A
h1SMcG0022272	-
h1SMcG0022273	K
h1SMcG0022274	I
h1SMcG0022275	T
h1SMcG0022276	D
h1SMcG0022277	-
h1SMcG0022278	O
h1SMcG0022279	-
h1SMcG0022280	S
h1SMcG0022281	S
h1SMcG0022282	-
h1SMcG0022283	P
h1SMcG0022284	U
h1SMcG0022285	S
h1SMcG0022286	S
h1SMcG0022287	-
h1SMcG0022288	-
h1SMcG0022289	S
h1SMcG0022290	-
h1SMcG0022291	M
h1SMcG0022292	S
h1SMcG0022293	T
h1SMcG0022294	S
h1SMcG0022295	T
h1SMcG0022296	S
h1SMcG0022297	D
h1SMcG0022298	-
h1SMcG0022299	-
h1SMcG0022300	-
h1SMcG0022301	U
h1SMcG0022302	O
h1SMcG0022303	-
h1SMcG0022304	T
h1SMcG0022305	O
h1SMcG0022306	Z
h1SMcG0022307	-
h1SMcG0022308	-
h1SMcG0022309	-
h1SMcG0022310	-
h1SMcG0022311	A
h1SMcG0022312	-
h1SMcG0022313	K
h1SMcG0022314	-
h1SMcG0022315	Z
h1SMcG0022316	S
h1SMcG0022317	U
h1SMcG0022318	U
h1SMcG0022319	O
h1SMcG0022320	T
h1SMcG0022321	-
h1SMcG0022322	-
h1SMcG0022323	A
h1SMcG0022324	-
h1SMcG0022325	S
h1SMcG0022326	A
h1SMcG0022327	Z
h1SMcG0022328	J
h1SMcG0022329	S
h1SMcG0022330	S
h1SMcG0022331	S
h1SMcG0022332	-
h1SMcG0022333	DKT
h1SMcG0022334	Z
h1SMcG0022335	S
h1SMcG0022336	-
h1SMcG0022337	J
h1SMcG0022338	T
h1SMcG0022339	T
h1SMcG0022340	O
h1SMcG0022341	O
h1SMcG0022342	T
h1SMcG0022343	S
h1SMcG0022344	-
h1SMcG0022345	C
h1SMcG0022346	O
h1SMcG0022347	T
h1SMcG0022348	DZ
h1SMcG0022349	T
h1SMcG0022350	OU
h1SMcG0022351	Q
h1SMcG0022352	-
h1SMcG0022353	-
h1SMcG0022354	-
h1SMcG0022355	-
h1SMcG0022356	J
h1SMcG0022357	-
h1SMcG0022358	K
h1SMcG0022359	-
h1SMcG0022360	F
h1SMcG0022361	T
h1SMcG0022362	-
h1SMcG0022363	D
h1SMcG0022364	J
h1SMcG0022365	S
h1SMcG0022366	J
h1SMcG0022367	O
h1SMcG0022368	T
h1SMcG0022369	S
h1SMcG0022370	S
h1SMcG0022371	I
h1SMcG0022372	S
h1SMcG0022373	S
h1SMcG0022374	O
h1SMcG0022375	I
h1SMcG0022376	S
h1SMcG0022377	T
h1SMcG0022378	T
h1SMcG0022379	J
h1SMcG0022380	S
h1SMcG0022381	T
h1SMcG0022382	-
h1SMcG0022383	-
h1SMcG0022384	D
h1SMcG0022385	OT
h1SMcG0022386	A
h1SMcG0022387	O
h1SMcG0022388	S
h1SMcG0022389	S
h1SMcG0022390	U
h1SMcG0022391	-
h1SMcG0022392	K
h1SMcG0022393	T
h1SMcG0022394	S
h1SMcG0022395	JO
h1SMcG0022396	T
h1SMcG0022397	T
h1SMcG0022398	-
h1SMcG0022399	EI
h1SMcG0022400	G
h1SMcG0022401	-
h1SMcG0022402	-
h1SMcG0022403	-
h1SMcG0022404	S
h1SMcG0022405	U
h1SMcG0022406	JO
h1SMcG0022407	L
h1SMcG0022408	O
h1SMcG0022409	K
h1SMcG0022410	-
h1SMcG0022411	-
h1SMcG0022412	S
h1SMcG0022413	Z
h1SMcG0022414	O
h1SMcG0022415	S
h1SMcG0022416	-
h1SMcG0022417	E
h1SMcG0022418	-
h1SMcG0022419	E
h1SMcG0022420	E
h1SMcG0022421	-
h1SMcG0022422	T
h1SMcG0022423	K
h1SMcG0022424	T
h1SMcG0022425	T
h1SMcG0022426	O
h1SMcG0022427	-
h1SMcG0022428	-
h1SMcG0022429	-
h1SMcG0022430	T
h1SMcG0022431	O
h1SMcG0022432	A
h1SMcG0022433	EPT
h1SMcG0022434	-
h1SMcG0022435	T
h1SMcG0022436	O
h1SMcG0022437	K
h1SMcG0022438	-
h1SMcG0022439	W
h1SMcG0022440	G
h1SMcG0022441	-
h1SMcG0022442	P
h1SMcG0022443	-
h1SMcG0022444	Z
h1SMcG0022445	S
h1SMcG0022446	-
h1SMcG0022447	-
h1SMcG0022448	T
h1SMcG0022449	T
h1SMcG0022450	-
h1SMcG0022451	K
h1SMcG0022452	O
h1SMcG0022453	S
h1SMcG0022454	P
h1SMcG0022455	S
h1SMcG0022456	Z
h1SMcG0022457	L
h1SMcG0022458	C
h1SMcG0022459	T
h1SMcG0022460	T
h1SMcG0022461	I
h1SMcG0022462	E
h1SMcG0022463	-
h1SMcG0022464	-
h1SMcG0022465	-
h1SMcG0022466	E
h1SMcG0022467	P
h1SMcG0022468	J
h1SMcG0022469	G
h1SMcG0022470	A
h1SMcG0022471	S
h1SMcG0022472	K
h1SMcG0022473	-
h1SMcG0022474	-
h1SMcG0022475	-
h1SMcG0022476	-
h1SMcG0022477	-
h1SMcG0022478	I
h1SMcG0022479	-
h1SMcG0022480	-
h1SMcG0022481	I
h1SMcG0022482	I
h1SMcG0022483	I
h1SMcG0022484	I
h1SMcG0022485	I
h1SMcG0022486	S
h1SMcG0022487	F
h1SMcG0022488	A
h1SMcG0022489	O
h1SMcG0022490	DY
h1SMcG0022491	O
h1SMcG0022492	S
h1SMcG0022493	S
h1SMcG0022494	K
h1SMcG0022495	-
h1SMcG0022496	T
h1SMcG0022497	-
h1SMcG0022498	A
h1SMcG0022499	K
h1SMcG0022500	T
h1SMcG0022501	-
h1SMcG0022502	-
h1SMcG0022503	G
h1SMcG0022504	G
h1SMcG0022505	G
h1SMcG0022506	P
h1SMcG0022507	-
h1SMcG0022508	-
h1SMcG0022509	-
h1SMcG0022510	-
h1SMcG0022511	S
h1SMcG0022512	-
h1SMcG0022513	TZ
h1SMcG0022514	O
h1SMcG0022515	O
h1SMcG0022516	F
h1SMcG0022517	-
h1SMcG0022518	-
h1SMcG0022519	-
h1SMcG0022520	-
h1SMcG0022521	-
h1SMcG0022522	O
h1SMcG0022523	T
h1SMcG0022524	G
h1SMcG0022525	P
h1SMcG0022526	T
h1SMcG0022527	G
h1SMcG0022528	I
h1SMcG0022529	T
h1SMcG0022530	P
h1SMcG0022531	Z
h1SMcG0022532	J
h1SMcG0022533	-
h1SMcG0022534	-
h1SMcG0022535	T
h1SMcG0022536	S
h1SMcG0022537	F
h1SMcG0022538	S
h1SMcG0022539	-
h1SMcG0022540	-
h1SMcG0022541	T
h1SMcG0022542	F
h1SMcG0022543	P
h1SMcG0022544	-
h1SMcG0022545	S
h1SMcG0022546	-
h1SMcG0022547	IU
h1SMcG0022548	S
h1SMcG0022549	-
h1SMcG0022550	O
h1SMcG0022551	-
h1SMcG0022552	S
h1SMcG0022553	T
h1SMcG0022554	G
h1SMcG0022555	W
h1SMcG0022556	T
h1SMcG0022557	T
h1SMcG0022558	-
h1SMcG0022559	P
h1SMcG0022560	P
h1SMcG0022561	P
h1SMcG0022562	P
h1SMcG0022563	P
h1SMcG0022564	O
h1SMcG0022565	A
h1SMcG0022566	-
h1SMcG0022567	-
h1SMcG0022568	-
h1SMcG0022569	-
h1SMcG0022570	-
h1SMcG0022571	-
h1SMcG0022572	-
h1SMcG0022573	I
h1SMcG0022574	-
h1SMcG0022575	-
h1SMcG0022576	K
h1SMcG0022577	K
h1SMcG0022578	S
h1SMcG0022579	-
h1SMcG0022580	-
h1SMcG0022581	-
h1SMcG0022582	-
h1SMcG0022583	S
h1SMcG0022584	-
h1SMcG0022585	U
h1SMcG0022586	C
h1SMcG0022587	-
h1SMcG0022588	A
h1SMcG0022589	U
h1SMcG0022590	-
h1SMcG0022591	-
h1SMcG0022592	O
h1SMcG0022593	-
h1SMcG0022594	-
h1SMcG0022595	-
h1SMcG0022596	S
h1SMcG0022597	O
h1SMcG0022598	U
h1SMcG0022599	-
h1SMcG0022600	S
h1SMcG0022601	S
h1SMcG0022602	S
h1SMcG0022603	P
h1SMcG0022604	S
h1SMcG0022605	A
h1SMcG0022606	V
h1SMcG0022607	M
h1SMcG0022608	M
h1SMcG0022609	-
h1SMcG0022610	M
h1SMcG0022611	-
h1SMcG0022612	G
h1SMcG0022613	M
h1SMcG0022614	C
h1SMcG0022615	T
h1SMcG0022616	T
h1SMcG0022617	-
h1SMcG0022618	T
h1SMcG0022619	M
h1SMcG0022620	P
h1SMcG0022621	B
h1SMcG0022622	T
h1SMcG0022623	-
h1SMcG0022624	A
h1SMcG0022625	-
h1SMcG0022626	J
h1SMcG0022627	K
h1SMcG0022628	S
h1SMcG0022629	I
h1SMcG0022630	A
h1SMcG0022631	S
h1SMcG0022632	S
h1SMcG0022633	KLT
h1SMcG0022634	S
h1SMcG0022635	-
h1SMcG0022636	G
h1SMcG0022637	S
h1SMcG0022638	F
h1SMcG0022639	TU
h1SMcG0022640	T
h1SMcG0022641	T
h1SMcG0022642	-
h1SMcG0022643	S
h1SMcG0022644	-
h1SMcG0022645	-
h1SMcG0022646	-
h1SMcG0022647	-
h1SMcG0022648	-
h1SMcG0022649	-
h1SMcG0022650	L
h1SMcG0022651	-
h1SMcG0022652	E
h1SMcG0022653	-
h1SMcG0022654	-
h1SMcG0022655	-
h1SMcG0022656	T
h1SMcG0022657	T
h1SMcG0022658	T
h1SMcG0022659	-
h1SMcG0022660	O
h1SMcG0022661	E
h1SMcG0022662	S
h1SMcG0022663	-
h1SMcG0022664	T
h1SMcG0022665	-
h1SMcG0022666	-
h1SMcG0022667	T
h1SMcG0022668	-
h1SMcG0022669	S
h1SMcG0022670	-
h1SMcG0022671	-
h1SMcG0022672	-
h1SMcG0022673	O
h1SMcG0022674	-
h1SMcG0022675	-
h1SMcG0022676	A
h1SMcG0022677	-
h1SMcG0022678	-
h1SMcG0022679	-
h1SMcG0022680	-
h1SMcG0022681	-
h1SMcG0022682	-
h1SMcG0022683	S
h1SMcG0022684	L
h1SMcG0022685	E
h1SMcG0022686	-
h1SMcG0022687	-
h1SMcG0022688	-
h1SMcG0022689	-
h1SMcG0022690	E
h1SMcG0022691	-
h1SMcG0022692	-
h1SMcG0022693	O
h1SMcG0022694	O
h1SMcG0022695	-
h1SMcG0022696	-
h1SMcG0022697	-
h1SMcG0022698	L
h1SMcG0022699	L
h1SMcG0022700	Z
h1SMcG0022701	-
h1SMcG0022702	F
h1SMcG0022703	-
h1SMcG0022704	F
h1SMcG0022705	O
h1SMcG0022706	C
h1SMcG0022707	-
h1SMcG0022708	A
h1SMcG0022709	T
h1SMcG0022710	O
h1SMcG0022711	K
h1SMcG0022712	C
h1SMcG0022713	-
h1SMcG0022714	-
h1SMcG0022715	C
h1SMcG0022716	-
h1SMcG0022717	V
h1SMcG0022718	N
h1SMcG0022719	H
h1SMcG0022720	-
h1SMcG0022721	OT
h1SMcG0022722	O
h1SMcG0022723	K
h1SMcG0022724	Q
h1SMcG0022725	S
h1SMcG0022726	K
h1SMcG0022727	-
h1SMcG0022728	-
h1SMcG0022729	T
h1SMcG0022730	E
h1SMcG0022731	GMO
h1SMcG0022732	A
h1SMcG0022733	A
h1SMcG0022734	-
h1SMcG0022735	TU
h1SMcG0022736	-
h1SMcG0022737	-
h1SMcG0022738	-
h1SMcG0022739	-
h1SMcG0022740	O
h1SMcG0022741	O
h1SMcG0022742	L
h1SMcG0022743	L
h1SMcG0022744	L
h1SMcG0022745	L
h1SMcG0022746	L
h1SMcG0022747	L
h1SMcG0022748	L
h1SMcG0022749	L
h1SMcG0022750	L
h1SMcG0022751	-
h1SMcG0022752	-
h1SMcG0022753	-
h1SMcG0022754	-
h1SMcG0022755	OT
h1SMcG0022756	S
h1SMcG0022757	S
h1SMcG0022758	-
h1SMcG0022759	K
h1SMcG0022760	S
h1SMcG0022761	-
h1SMcG0022762	O
h1SMcG0022763	-
h1SMcG0022764	-
h1SMcG0022765	-
h1SMcG0022766	-
h1SMcG0022767	L
h1SMcG0022768	K
h1SMcG0022769	JK
h1SMcG0022770	JK
h1SMcG0022771	-
h1SMcG0022772	-
h1SMcG0022773	-
h1SMcG0022774	-
h1SMcG0022775	-
h1SMcG0022776	S
h1SMcG0022777	T
h1SMcG0022778	E
h1SMcG0022779	-
h1SMcG0022780	U
h1SMcG0022781	A
h1SMcG0022782	F
h1SMcG0022783	-
h1SMcG0022784	S
h1SMcG0022785	S
h1SMcG0022786	E
h1SMcG0022787	O
h1SMcG0022788	-
h1SMcG0022789	S
h1SMcG0022790	C
h1SMcG0022791	E
h1SMcG0022792	S
h1SMcG0022793	U
h1SMcG0022794	-
h1SMcG0022795	O
h1SMcG0022796	-
h1SMcG0022797	S
h1SMcG0022798	-
h1SMcG0022799	-
h1SMcG0022800	-
h1SMcG0022801	S
h1SMcG0022802	-
h1SMcG0022803	S
h1SMcG0022804	-
h1SMcG0022805	U
h1SMcG0022806	S
h1SMcG0022807	-
h1SMcG0022808	-
h1SMcG0022809	S
h1SMcG0022810	T
h1SMcG0022811	-
h1SMcG0022812	-
h1SMcG0022813	DO
h1SMcG0022814	-
h1SMcG0022815	-
h1SMcG0022816	S
h1SMcG0022817	O
h1SMcG0022818	T
h1SMcG0022819	-
h1SMcG0022820	-
h1SMcG0022821	-
h1SMcG0022822	S
h1SMcG0022823	S
h1SMcG0022824	-
h1SMcG0022825	-
h1SMcG0022826	O
h1SMcG0022827	A
h1SMcG0022828	F
h1SMcG0022829	-
h1SMcG0022830	-
h1SMcG0022831	-
h1SMcG0022832	K
h1SMcG0022833	S
h1SMcG0022834	BT
h1SMcG0022835	-
h1SMcG0022836	-
h1SMcG0022837	U
h1SMcG0022838	-
h1SMcG0022839	-
h1SMcG0022840	-
h1SMcG0022841	S
h1SMcG0022842	S
h1SMcG0022843	-
h1SMcG0022844	-
h1SMcG0022845	-
h1SMcG0022846	-
h1SMcG0022847	-
h1SMcG0022848	-
h1SMcG0022849	K
h1SMcG0022850	L
h1SMcG0022851	-
h1SMcG0022852	O
h1SMcG0022853	-
h1SMcG0022854	-
h1SMcG0022855	-
h1SMcG0022856	S
h1SMcG0022857	-
h1SMcG0022858	-
h1SMcG0022859	A
h1SMcG0022860	Z
h1SMcG0022861	T
h1SMcG0022862	-
h1SMcG0022863	S
h1SMcG0022864	-
h1SMcG0022865	-
h1SMcG0022866	-
h1SMcG0022867	G
h1SMcG0022868	Q
h1SMcG0022869	Q
h1SMcG0022870	S
h1SMcG0022871	P
h1SMcG0022872	S
h1SMcG0022873	O
h1SMcG0022874	DTZ
h1SMcG0022875	S
h1SMcG0022876	-
h1SMcG0022877	Z
h1SMcG0022878	K
h1SMcG0022879	-
h1SMcG0022880	-
h1SMcG0022881	-
h1SMcG0022882	O
h1SMcG0022883	S
h1SMcG0022884	I
h1SMcG0022885	S
h1SMcG0022886	-
h1SMcG0022887	Z
h1SMcG0022888	O
h1SMcG0022889	-
h1SMcG0022890	L
h1SMcG0022891	-
h1SMcG0022892	K
h1SMcG0022893	S
h1SMcG0022894	V
h1SMcG0022895	E
h1SMcG0022896	T
h1SMcG0022897	D
h1SMcG0022898	-
h1SMcG0022899	-
h1SMcG0022900	E
h1SMcG0022901	U
h1SMcG0022902	TU
h1SMcG0022903	P
h1SMcG0022904	-
h1SMcG0022905	-
h1SMcG0022906	-
h1SMcG0022907	K
h1SMcG0022908	A
h1SMcG0022909	-
h1SMcG0022910	-
h1SMcG0022911	S
h1SMcG0022912	-
h1SMcG0022913	O
h1SMcG0022914	-
h1SMcG0022915	-
h1SMcG0022916	S
h1SMcG0022917	-
h1SMcG0022918	K
h1SMcG0022919	S
h1SMcG0022920	O
h1SMcG0022921	DZ
h1SMcG0022922	Z
h1SMcG0022923	-
h1SMcG0022924	PT
h1SMcG0022925	TZ
h1SMcG0022926	L
h1SMcG0022927	L
h1SMcG0022928	L
h1SMcG0022929	L
h1SMcG0022930	L
h1SMcG0022931	T
h1SMcG0022932	U
h1SMcG0022933	T
h1SMcG0022934	-
h1SMcG0022935	-
h1SMcG0022936	T
h1SMcG0022937	-
h1SMcG0022938	-
h1SMcG0022939	-
h1SMcG0022940	O
h1SMcG0022941	S
h1SMcG0022942	I
h1SMcG0022943	-
h1SMcG0022944	-
h1SMcG0022945	O
h1SMcG0022946	J
h1SMcG0022947	S
h1SMcG0022948	J
h1SMcG0022949	S
h1SMcG0022950	S
h1SMcG0022951	-
h1SMcG0022952	P
h1SMcG0022953	S
h1SMcG0022954	-
h1SMcG0022955	-
h1SMcG0022956	-
h1SMcG0022957	-
h1SMcG0022958	-
h1SMcG0022959	-
h1SMcG0022960	S
h1SMcG0022961	Z
h1SMcG0022962	L
h1SMcG0022963	-
h1SMcG0022964	O
h1SMcG0022965	-
h1SMcG0022969	S
h1SMcG0022970	T
h1SMcG0022971	H
h1SMcG0022973	-
h1SMcG0022974	-
h1SMcG0022975	-
h1SMcG0022976	-
h1SMcG0022977	K
h1SMcG0022978	-
h1SMcG0022979	U
h1SMcG0022980	-
h1SMcG0022981	-
h1SMcG0022982	-
h1SMcG0022983	D
h1SMcG0022984	S
h1SMcG0022985	-
h1SMcG0022986	TV
h1SMcG0022987	Z
h1SMcG0022988	S
h1SMcG0022989	-
h1SMcG0022990	-
h1SMcG0022991	M
h1SMcG0022992	O
h1SMcG0022993	A
h1SMcG0022994	E
h1SMcG0022995	S
h1SMcG0022996	O
h1SMcG0022997	-
h1SMcG0022998	S
h1SMcG0023003	A
h1SMcG0023004	-
h1SMcG0023005	K
h1SMcG0023008	T
h1SMcG0023009	T
h1SMcG0023010	S
h1SMcG0023011	A
h1SMcG0023012	-
h1SMcG0023013	A
h1SMcG0023014	-
h1SMcG0023015	T
h1SMcG0023016	L
h1SMcG0023017	-
h1SMcG0023018	S
h1SMcG0023019	F
h1SMcG0023020	-
h1SMcG0023023	Z
h1SMcG0023024	T
h1SMcG0023025	T
h1SMcG0023026	-
h1SMcG0023027	-
h1SMcG0023028	Z
h1SMcG0023029	T
