chrom	start	end	summit	depth
chr2_h1	141230272	141230793	141230424	8
chr2_h1	141238052	141239107	141238322	11
chr2_h1	141240503	141241358	141241129	12
chr2_h1	141243543	141244383	141243870	10
chr2_h1	141296527	141297534	141297060	43
chr2_h1	141297886	141298844	141298181	25
chr2_h1	141304862	141305741	141305372	9
chr2_h1	141306648	141307563	141307241	11
chr2_h1	141331220	141332215	141331496	17
chr2_h1	141332432	141333223	141332614	24
chr2_h1	141341120	141341753	141341474	16
chr2_h1	141448649	141449457	141449169	13
chr2_h1	141451987	141452862	141452021	7
chr2_h1	141456977	141457890	141457603	12
chr2_h1	141485216	141486120	141485625	10
chr2_h1	141492969	141493943	141493421	9
chr2_h1	141495510	141495991	141495689	11
chr2_h1	141496022	141496665	141496376	13
chr2_h1	141506419	141507464	141506974	24
chr2_h1	141538148	141538937	141538447	16
chr2_h1	141545228	141546116	141545690	166
chr2_h1	141704267	141705173	141704657	76
chr2_h1	141707942	141708692	141708344	10
chr2_h1	141716283	141717139	141716309	10
chr2_h1	141758462	141759396	141759164	14
chr2_h1	141813909	141814736	141814675	14
chr2_h1	141831376	141832000	141831647	10
chr2_h1	141841559	141842464	141841957	54
chr2_h1	141851189	141852106	141851578	275
chr2_h1	141861302	141862162	141862154	13
chr2_h1	141880288	141881234	141880554	24
chr2_h1	142039153	142040125	142039831	11
chr2_h1	142089274	142090271	142089729	10
chr2_h1	142103410	142104295	142103716	10
chr2_h1	142119259	142120260	142119651	11
chr2_h1	142147495	142148336	142148076	11
chr2_h1	142148536	142149504	142148996	12
chr2_h1	142153121	142154034	142153463	15
chr2_h1	142159906	142160735	142160020	9
chr2_h1	142161578	142162480	142162086	22
chr2_h1	142175398	142176041	142175735	7
chr2_h1	142177342	142178316	142177692	16
chr2_h1	142178760	142179725	142179229	18
chr2_h1	142190017	142191012	142190580	27
chr2_h1	142232106	142233064	142232659	176
chr2_h1	142250432	142251464	142251056	9
chr2_h1	142335422	142336201	142335648	9
chr2_h1	142379596	142380516	142380046	16
chr2_h1	142399710	142400773	142400192	21
chr2_h1	142408951	142409725	142409351	15
chr2_h1	142409776	142410365	142410062	15
chr2_h1	142418764	142419605	142419294	18
chr2_h1	142433589	142434987	142433949	11
chr2_h1	142446011	142446961	142446344	12
chr2_h1	142456125	142456958	142456546	70
chr2_h1	142457223	142457960	142457329	18
chr2_h1	142464185	142464939	142464537	16
chr2_h1	142468718	142469844	142469220	15
chr2_h1	142469865	142470704	142470125	18
chr2_h1	142476094	142476804	142476469	7
chr2_h1	142477785	142478531	142477799	8
chr2_h1	142484106	142485185	142484660	13
chr2_h1	142500616	142501781	142501317	12
chr2_h1	142511366	142512081	142511662	10
chr2_h1	142517879	142518844	142518238	17
chr2_h1	142565276	142566196	142565809	11
chr2_h1	142589141	142590118	142589577	11
chr2_h1	142720100	142720896	142720609	12
chr2_h1	142727190	142728324	142727538	8
chr2_h1	142737255	142738086	142737675	23
chr2_h1	142773382	142774283	142773740	8
chr2_h1	142818580	142819419	142819119	20
chr2_h1	142888673	142889769	142889011	12
chr2_h1	142893355	142894307	142893909	12
chr2_h1	142899523	142900178	142899820	12
chr2_h1	142934076	142934990	142934564	13
chr2_h1	142938606	142939443	142939429	7
chr2_h1	143074832	143075657	143075431	12
chr2_h1	143140493	143141148	143140737	10
chr2_h1	143142094	143142886	143142413	5
chr2_h1	143189975	143190577	143190361	13
chr2_h1	143221610	143222526	143221990	12
chr2_h1	143352790	143354036	143353265	10
chr2_h1	143378399	143379444	143378961	11
chr2_h1	143402713	143403698	143403287	11
chr2_h1	143425333	143426335	143425974	9
chr2_h1	143439051	143439954	143439846	11
chr2_h1	143459733	143460651	143460206	12
chr2_h1	143479499	143480306	143479952	9
chr2_h1	143510014	143510946	143510412	7
chr2_h1	143515744	143516550	143516294	9
chr2_h1	143520726	143521586	143521035	9
chr2_h1	143524987	143525802	143524989	11
chr2_h1	143640678	143641588	143641157	23
chr2_h1	143655906	143656723	143656169	11
chr2_h1	143659313	143660173	143659633	14
chr2_h1	143661021	143661887	143661095	5
chr2_h1	143729371	143730219	143729777	13
chr2_h1	143761287	143762159	143761762	6
chr2_h1	143762384	143763604	143762964	13
chr2_h1	143765221	143766090	143765492	8
chr2_h1	143768200	143769087	143768822	11
chr2_h1	143805689	143806404	143806183	18
chr2_h1	143815660	143816544	143816205	7
chr2_h1	143835735	143836377	143836130	26
chr2_h1	143857907	143858731	143858489	12
chr2_h1	143930948	143931909	143931529	57
chr2_h1	143944657	143945523	143944999	10
chr2_h1	143946557	143947494	143946806	11
chr2_h1	143981112	143981969	143981406	12
chr2_h1	143988146	143988950	143988780	12
chr2_h1	144001510	144002358	144001939	21
chr2_h1	144006136	144006920	144006829	15
chr2_h1	144041546	144042545	144041945	12
chr2_h1	144135800	144136705	144136112	8
chr2_h1	144142278	144143095	144142833	7
chr2_h1	144155970	144156887	144156487	17
chr2_h1	144157673	144158437	144158138	20
chr2_h1	144161096	144162028	144161614	27
chr2_h1	144162442	144163384	144162740	9
chr2_h1	144165724	144166622	144166226	20
chr2_h1	144180738	144181694	144181242	16
chr2_h1	144183276	144184087	144183672	11
chr2_h1	144187534	144188530	144187899	14
chr2_h1	144214189	144215016	144214608	1408
chr2_h1	144216083	144216965	144216463	1171
chr2_h1	144234544	144235392	144234994	14
chr2_h1	144385572	144386667	144386099	10
chr2_h1	144436270	144437111	144436792	14
chr2_h1	144439012	144439878	144439423	10
chr2_h1	144462204	144463132	144462493	16
chr2_h1	144477845	144478739	144478311	13
chr2_h1	144484269	144485005	144484670	14
chr2_h1	144485791	144486811	144486291	15
chr2_h1	144523313	144524196	144523631	20
chr2_h1	144533325	144534278	144533833	10
chr2_h1	144570960	144571837	144571351	26
chr2_h1	144596511	144597533	144597070	110
chr2_h1	144634683	144635698	144635201	8
chr2_h1	144635714	144636538	144636123	7
chr2_h1	144654365	144655073	144654744	21
chr2_h1	144683228	144684048	144683726	11
chr2_h1	144778010	144778948	144778758	13
chr2_h1	144800603	144801433	144801040	8
chr2_h1	144801474	144802530	144801992	11
chr2_h1	144838692	144839532	144839038	8
chr2_h1	144898630	144899511	144898963	12
chr2_h1	144960011	144960874	144960438	30
chr2_h1	144979598	144980541	144980094	91
chr2_h1	144992665	144993544	144993075	23
chr2_h1	145030570	145031413	145031265	29
chr2_h1	145064554	145065457	145064901	20
chr2_h1	145067147	145068073	145067554	18
chr2_h1	145070993	145072041	145071420	126
chr2_h1	145094404	145095265	145094854	37
chr2_h1	145105865	145106891	145106613	10
chr2_h1	145146260	145147156	145146878	12
chr2_h1	145156533	145157647	145157336	13
chr2_h1	145181980	145183046	145182497	9
chr2_h1	145190105	145190952	145190510	8
chr2_h1	145194990	145195937	145195451	71
chr2_h1	145218198	145218667	145218396	5
chr2_h1	145232312	145233356	145232839	10
chr2_h1	145283778	145284873	145284354	15
chr2_h1	145290417	145291344	145290944	52
chr2_h1	145301259	145302292	145301846	25
chr2_h1	145327662	145328617	145328025	26
chr2_h1	145386388	145387283	145386852	19
chr2_h1	145399744	145400661	145400473	9
chr2_h1	145521578	145522360	145522126	11
chr2_h1	145547473	145548373	145547959	138
chr2_h1	145560886	145561719	145561410	11
chr2_h1	145561870	145562631	145562165	11
chr2_h1	145598133	145598740	145598353	9
chr2_h1	145599777	145600659	145600064	15
chr2_h1	145634641	145635468	145635088	51
chr2_h1	145638536	145639198	145638699	30
chr2_h1	145696965	145697857	145697620	10
chr2_h1	145700941	145701796	145701394	11
chr2_h1	145767886	145768710	145768194	11
chr2_h1	145815588	145816478	145816123	10
chr2_h1	145886031	145886945	145886348	6
chr2_h1	145890416	145891267	145890944	42
chr2_h1	145926936	145927843	145927389	162
chr2_h1	145931834	145932742	145932428	21
chr2_h1	145960815	145961744	145961393	11
chr2_h1	145971688	145972495	145972373	10
chr2_h1	146045783	146046554	146046189	64
chr2_h1	146046722	146047555	146047123	18
chr2_h1	146050902	146051700	146051582	18
chr2_h1	146068136	146069142	146068864	13
chr2_h1	146069443	146070267	146069641	20
chr2_h1	146079000	146079835	146079033	13
chr2_h1	146080296	146081042	146080739	11
chr2_h1	146081171	146081951	146081618	14
chr2_h1	146090647	146091919	146091379	25
chr2_h1	146126672	146127631	146127298	19
chr2_h1	146128060	146129111	146128777	9
chr2_h1	146130582	146131083	146130777	8
chr2_h1	146168431	146169351	146168939	12
chr2_h1	146230946	146231860	146231237	17
chr2_h1	146234846	146235772	146235326	14
chr2_h1	146409135	146410004	146409728	9
chr2_h1	146472525	146473350	146473054	12
chr2_h1	146473794	146474759	146473807	10
chr2_h1	146591226	146592268	146591969	11
chr2_h1	146607158	146608025	146607464	13
chr2_h1	146608154	146608796	146608287	11
chr2_h1	146609383	146610006	146609546	8
chr2_h1	146638245	146638970	146638534	11
chr2_h1	146688030	146689084	146688701	59
chr2_h1	146690882	146691700	146691560	14
chr2_h1	146713112	146714037	146713936	11
chr2_h1	146731799	146732722	146731903	19
chr2_h1	146758075	146759118	146758359	13
chr2_h1	146770531	146771330	146770983	24
chr2_h1	146773313	146774165	146773747	11
chr2_h1	146813773	146814632	146814357	10
chr2_h1	146834914	146835849	146835073	7
chr2_h1	146884302	146885235	146884429	9
chr2_h1	146886039	146886960	146886460	12
chr2_h1	146887847	146888973	146888464	14
chr2_h1	146915260	146916098	146915709	10
chr2_h1	146918549	146919241	146918839	9
chr2_h1	146922824	146923680	146923274	14
chr2_h1	146923700	146924821	146924158	11
chr2_h1	146931338	146932483	146931888	12
chr2_h1	146947332	146948364	146947763	11
chr2_h1	146951703	146952574	146952266	12
chr2_h1	146978874	146979898	146979238	14
chr2_h1	147018663	147019792	147019055	63
chr2_h1	147025645	147026458	147026202	85
chr2_h1	147027657	147028496	147028276	21
chr2_h1	147038093	147038966	147038620	15
chr2_h1	147043028	147043826	147043185	19
chr2_h1	147064219	147065133	147064613	87
chr2_h1	147067063	147067865	147067628	12
chr2_h1	147072800	147073607	147073506	15
chr2_h1	147133144	147133905	147133487	12
chr2_h1	147134034	147134757	147134369	6
chr2_h1	147142503	147143412	147143007	10
chr2_h1	147147235	147148109	147147576	9
chr2_h1	147150893	147151663	147151278	10
chr2_h1	147152779	147153678	147153504	10
chr2_h1	147159194	147160135	147159645	16
chr2_h1	147291069	147292095	147291609	10
chr2_h1	147293678	147294608	147293947	5
chr2_h1	147306718	147307544	147306838	25
chr2_h1	147308009	147308973	147308406	35
chr2_h1	147375240	147375991	147375401	9
chr2_h1	147376093	147376750	147376390	12
chr2_h1	147414314	147415148	147414869	11
chr2_h1	147475767	147476591	147476423	10
chr2_h1	147496404	147497297	147496640	12
chr2_h1	147498990	147499792	147499233	13
chr2_h1	147506569	147507538	147507044	34
chr2_h1	147533293	147534965	147534449	15
chr2_h1	147539478	147540242	147539820	12
chr2_h1	147541670	147542640	147542266	17
chr2_h1	147642471	147643034	147642655	10
chr2_h1	147643058	147643814	147643483	13
chr2_h1	147713485	147714373	147714258	11
chr2_h1	147756750	147757678	147757119	13
chr2_h1	147766552	147767426	147767167	24
chr2_h1	147773886	147774929	147774346	14
chr2_h1	147838607	147839477	147839029	11
chr2_h1	147847559	147848391	147848113	26
chr2_h1	147848897	147849864	147849438	7
chr2_h1	147947893	147948704	147948401	17
chr2_h1	147956267	147957181	147956633	11
chr2_h1	147977080	147977962	147977443	20
chr2_h1	147986874	147987760	147987282	16
chr2_h1	148001976	148003051	148002610	17
chr2_h1	148012167	148013177	148012492	14
chr2_h1	148014607	148015581	148015191	10
chr2_h1	148060939	148061783	148061441	12
chr2_h1	148069397	148070428	148069873	15
chr2_h1	148070859	148071768	148071271	24
chr2_h1	148074410	148075257	148075053	27
chr2_h1	148089760	148090668	148090024	13
chr2_h1	148118553	148119425	148119088	34
chr2_h1	148139131	148140059	148139486	10
chr2_h1	148144645	148145540	148145037	26
chr2_h1	148249798	148250802	148250355	11
chr2_h1	148252888	148253780	148253309	17
chr2_h1	148295526	148296549	148296056	13
chr2_h1	148302039	148302837	148302388	8
chr2_h1	148304137	148305047	148304810	11
chr2_h1	148306037	148307043	148306464	8
chr2_h1	148307505	148308243	148307793	13
chr2_h1	148317438	148318297	148317534	10
chr2_h1	148318563	148319240	148318946	7
chr2_h1	148343801	148344767	148344247	8
chr2_h1	148352220	148353066	148352729	14
chr2_h1	148384146	148385127	148384625	43
chr2_h1	148397401	148398279	148397934	6
chr2_h1	148408071	148408983	148408698	8
chr2_h1	148409254	148410123	148409676	11
chr2_h1	148414831	148415880	148415408	5
chr2_h1	148419263	148420088	148419677	6
chr2_h1	148438406	148439553	148438487	12
chr2_h1	148469637	148470578	148470283	11
chr2_h1	148550830	148551743	148551231	14
chr2_h1	148604900	148605972	148605481	10
chr2_h1	148625731	148626518	148625991	19
chr2_h1	148628422	148629110	148628813	9
chr2_h1	148689622	148690477	148690168	13
chr2_h1	148699971	148700874	148700369	6
chr2_h1	148702340	148703278	148703098	6
chr2_h1	148719602	148720581	148720155	70
chr2_h1	148754516	148755364	148754958	16
chr2_h1	149002845	149003674	149003204	9
chr2_h1	149005662	149006649	149006111	12
chr2_h1	149023218	149024133	149023645	20
chr2_h1	149037605	149038737	149038248	7
chr2_h1	149059801	149060730	149060140	8
chr2_h1	149691838	149692737	149692169	18
chr2_h1	149694591	149695248	149694988	10
chr2_h1	149737223	149738104	149737467	12
chr2_h1	149743141	149744060	149743650	23
chr2_h1	149893347	149894441	149894204	16
chr2_h1	149922069	149923023	149922325	10
chr2_h1	149925360	149926388	149925935	107
chr2_h1	149958547	149959467	149959014	7
chr2_h1	149974753	149975676	149975106	20
chr2_h1	149980881	149981778	149981414	12
chr2_h1	150069990	150070830	150070578	13
chr2_h1	150081848	150082539	150081883	6
chr2_h1	150082798	150083565	150083240	23
chr2_h1	150084822	150085704	150085225	17
chr2_h1	150090076	150090978	150090537	20
chr2_h1	150096649	150097489	150096654	52
chr2_h1	150194469	150195349	150194906	35
chr2_h1	150198642	150199531	150199274	13
chr2_h1	150210398	150211294	150210534	9
chr2_h1	150238206	150239094	150238617	13
chr2_h1	150359557	150360386	150360099	11
chr2_h1	150363311	150364037	150363826	9
chr2_h1	150364656	150365646	150365253	17
chr2_h1	150366217	150367072	150366728	9
chr2_h1	150371335	150372245	150371738	11
chr2_h1	150453031	150453877	150453542	30
chr2_h1	150514104	150515058	150514573	18
chr2_h1	150535778	150536820	150536028	11
chr2_h1	150546629	150547479	150546926	13
chr2_h1	150587746	150588653	150588394	9
chr2_h1	150643419	150644326	150643881	128
chr2_h1	150654390	150655342	150654721	11
chr2_h1	150674982	150676101	150675431	10
chr2_h1	150678139	150678999	150678713	6
chr2_h1	150683606	150684621	150683932	22
chr2_h1	150697205	150698129	150697777	10
chr2_h1	150727020	150727924	150727047	12
chr2_h1	150728460	150729367	150729167	9
chr2_h1	150816446	150817564	150817133	10
chr2_h1	150841542	150842451	150842018	8
chr2_h1	150859387	150860337	150859776	14
chr2_h1	150895515	150896382	150895923	38
chr2_h1	150911472	150912345	150911737	9
chr2_h1	150913739	150914610	150913989	23
chr2_h1	150933918	150934682	150934283	9
chr2_h1	150937951	150938841	150938350	8
chr2_h1	151029914	151030922	151030489	6
chr2_h1	151046714	151047579	151047186	16
chr2_h1	151089626	151090510	151089973	10
chr2_h1	151139033	151139952	151139603	9
chr2_h1	151149401	151150305	151150222	6
chr2_h1	151153976	151154947	151154391	12
chr2_h1	151166286	151167166	151166716	38
chr2_h1	151191253	151192029	151191477	15
chr2_h1	151198855	151199751	151199241	10
chr2_h1	151201759	151202695	151202306	7
chr2_h1	151207378	151208375	151207841	10
chr2_h1	151219153	151219984	151219475	11
chr2_h1	151283232	151284069	151283766	43
chr2_h1	151297715	151298421	151297877	14
chr2_h1	151313206	151314042	151313541	17
chr2_h1	151325379	151326049	151325711	12
chr2_h1	151361501	151362539	151361888	9
chr2_h1	151371793	151372584	151372228	36
chr2_h1	151373168	151373983	151373323	12
chr2_h1	151382720	151383698	151383151	47
chr2_h1	151435633	151436396	151435834	9
chr2_h1	151444904	151445885	151445349	193
chr2_h1	151450654	151451663	151450907	13
chr2_h1	151467484	151468260	151467868	8
chr2_h1	151472683	151473645	151473421	18
chr2_h1	151554527	151555628	151554892	16
chr2_h1	151561272	151562146	151561787	168
chr2_h1	151565961	151566871	151566430	59
chr2_h1	151572800	151573510	151573299	51
chr2_h1	151574038	151574661	151574127	15
chr2_h1	151626094	151626839	151626416	14
chr2_h1	151626969	151627642	151627182	16
chr2_h1	151676602	151677496	151677047	49
chr2_h1	151701128	151701927	151701504	13
chr2_h1	151702253	151703104	151702710	13
chr2_h1	151778045	151778959	151778467	26
chr2_h1	151798830	151799586	151799148	7
chr2_h1	151803360	151804525	151804381	11
chr2_h1	151805810	151806759	151806009	9
chr2_h1	151813087	151814082	151813547	12
chr2_h1	151876682	151877508	151877080	18
chr2_h1	152125675	152126484	152126052	21
chr2_h1	152126545	152127268	152126703	9
chr2_h1	152288626	152289394	152288878	11
chr2_h1	152291683	152292547	152292185	13
chr2_h1	152292640	152293445	152293216	13
chr2_h1	152321985	152322920	152322392	53
chr2_h1	152324434	152325342	152324799	33
chr2_h1	152325758	152326468	152325970	14
chr2_h1	152397165	152398028	152397683	11
chr2_h1	152441553	152442582	152442520	30
chr2_h1	152490678	152491592	152491171	9
chr2_h1	152492254	152493202	152492816	10
chr2_h1	152497793	152498781	152498375	21
chr2_h1	152511438	152511942	152511644	9
chr2_h1	152518248	152519185	152518653	10
chr2_h1	152565427	152566338	152566048	12
chr2_h1	152582851	152583693	152583298	57
chr2_h1	152683956	152684991	152684631	10
chr2_h1	152687954	152688775	152688338	22
chr2_h1	153231118	153232065	153231538	51
chr2_h1	153235357	153236257	153235809	18
chr2_h1	153244173	153244889	153244330	7
chr2_h1	153260318	153261137	153260445	6
chr2_h1	153456870	153457751	153457261	7
chr2_h1	153473386	153474210	153473950	9
chr2_h1	153483304	153484142	153483752	10
chr2_h1	153525929	153526715	153526321	24
chr2_h1	153544427	153545360	153544922	68
chr2_h1	153602184	153603268	153602651	73
chr2_h1	153621137	153621919	153621564	23
chr2_h1	153653351	153654111	153653670	9
chr2_h1	153655259	153656143	153655484	14
chr2_h1	153718899	153719773	153719360	10
chr2_h1	153744919	153745929	153745356	7
chr2_h1	153785388	153786190	153786005	9
chr2_h1	153824768	153825633	153825256	23
chr2_h1	153826633	153827474	153827092	10
chr2_h1	153830839	153831749	153830944	8
chr2_h1	153862004	153862889	153862821	10
chr2_h1	153863088	153863824	153863174	12
chr2_h1	153870496	153871553	153871412	15
chr2_h1	153968903	153969776	153969252	77
chr2_h1	154026350	154027154	154026803	15
chr2_h1	154057944	154058838	154058473	8
chr2_h1	154059616	154060519	154060230	15
chr2_h1	154097622	154098447	154098108	10
chr2_h1	154104804	154105666	154105388	16
chr2_h1	154193406	154194195	154193914	14
chr2_h1	154220505	154221403	154220988	8
chr2_h1	154222488	154223391	154222942	51
chr2_h1	154241227	154242094	154241551	14
chr2_h1	154292928	154293797	154293270	19
chr2_h1	154295831	154296632	154296344	16
chr2_h1	154307345	154308235	154307913	15
chr2_h1	154309193	154310291	154309469	17
chr2_h1	154310793	154311610	154311137	14
chr2_h1	154326050	154326940	154326588	7
chr2_h1	154367463	154368098	154367965	10
chr2_h1	154421062	154421962	154421498	16
chr2_h1	154422064	154422829	154422275	11
chr2_h1	154444548	154445138	154444743	8
chr2_h1	154782533	154783416	154783017	11
chr2_h1	154784920	154785671	154785260	11
chr2_h1	154790827	154791867	154791360	6
chr2_h1	154799367	154800442	154800240	11
chr2_h1	154808760	154809591	154809107	16
chr2_h1	154819743	154820649	154820243	96
chr2_h1	154823477	154824397	154823736	8
chr2_h1	154841813	154842599	154842096	12
chr2_h1	154863373	154864455	154864130	10
chr2_h1	155056115	155057074	155056551	71
chr2_h1	155061443	155062280	155061873	15
chr2_h1	155093518	155094340	155094131	11
chr2_h1	155131258	155132316	155131783	10
chr2_h1	155133617	155134394	155134163	8
chr2_h1	155139274	155140166	155139718	147
chr2_h1	155157819	155158959	155158399	9
chr2_h1	155181771	155182702	155182295	69
chr2_h1	155184264	155185300	155184823	34
chr2_h1	155194280	155194952	155194845	13
chr2_h1	155259418	155260263	155259842	10
chr2_h1	155265078	155266176	155265497	16
chr2_h1	155268309	155269226	155268751	15
chr2_h1	155275078	155276033	155275455	30
chr2_h1	155362736	155363657	155363245	59
chr2_h1	155368045	155369005	155368453	17
chr2_h1	155371193	155372063	155371859	15
chr2_h1	155390996	155391864	155391147	8
chr2_h1	155392194	155392912	155392464	18
chr2_h1	155401523	155402389	155402272	45
chr2_h1	155419641	155420271	155420018	9
chr2_h1	155436593	155437353	155436985	11
chr2_h1	155489128	155490067	155489561	8
chr2_h1	155491904	155492464	155492221	9
chr2_h1	155492570	155493131	155492855	9
chr2_h1	155514129	155515198	155514757	17
chr2_h1	155516325	155517186	155516680	17
chr2_h1	155518922	155519810	155519450	18
chr2_h1	155523824	155524706	155524224	111
chr2_h1	155531395	155532277	155531800	50
chr2_h1	155592904	155593730	155593307	17
chr2_h1	155665917	155666991	155666354	28
chr2_h1	155686354	155687248	155686850	35
chr2_h1	155697879	155698771	155698351	48
chr2_h1	155719293	155720325	155719725	13
chr2_h1	155779596	155780583	155780049	11
chr2_h1	155783834	155785214	155784940	20
chr2_h1	155785263	155786028	155785422	12
chr2_h1	155799050	155800228	155799767	8
chr2_h1	155803341	155803969	155803667	10
chr2_h1	155807322	155808289	155807857	8
chr2_h1	155841136	155841979	155841685	9
chr2_h1	155842144	155843049	155842805	10
chr2_h1	155847158	155848115	155847252	12
chr2_h1	155848745	155849661	155849166	44
chr2_h1	155851172	155851557	155851345	5
chr2_h1	155855936	155856816	155856357	32
chr2_h1	155879939	155881053	155880338	34
chr2_h1	155887002	155887470	155887203	8
chr2_h1	155923376	155924341	155923759	22
chr2_h1	155948599	155949513	155948862	10
chr2_h1	155959871	155960894	155960436	17
chr2_h1	155960946	155961502	155961380	11
chr2_h1	155975136	155975766	155975557	11
chr2_h1	155983925	155984815	155984439	66
chr2_h1	156055042	156055959	156055572	38
chr2_h1	156172555	156173449	156172557	31
chr2_h1	156273480	156274346	156273854	95
chr2_h1	156286316	156287119	156286648	56
chr2_h1	156370939	156371968	156371520	14
chr2_h1	156382322	156383224	156383157	21
chr2_h1	156383533	156384344	156383661	27
chr2_h1	156397177	156398107	156397442	13
chr2_h1	156411747	156412681	156411977	14
chr2_h1	156413260	156414052	156413532	19
chr2_h1	156419370	156420294	156419777	11
chr2_h1	156424102	156425030	156424881	32
chr2_h1	156443456	156444344	156444313	12
chr2_h1	156503198	156504076	156503698	14
chr2_h1	156614290	156615169	156614678	29
chr2_h1	156728739	156729708	156729265	128
chr2_h1	156738336	156739176	156738835	11
chr2_h1	156791533	156792407	156791943	22
chr2_h1	156848215	156849098	156848741	6
chr2_h1	156851732	156852531	156852143	10
chr2_h1	156863141	156863966	156863568	17
chr2_h1	156870513	156871323	156870997	11
chr2_h1	156872211	156873104	156872788	13
chr2_h1	156951546	156952372	156951710	9
chr2_h1	157035798	157036700	157036259	106
chr2_h1	157084144	157084986	157084401	15
chr2_h1	157109310	157109921	157109563	7
chr2_h1	157109953	157110554	157110316	10
chr2_h1	157178668	157179664	157179204	15
chr2_h1	157180195	157181346	157180882	12
chr2_h1	157226659	157227516	157226949	14
chr2_h1	157229408	157230236	157229831	7
chr2_h1	157230841	157231775	157231385	16
chr2_h1	157236468	157237343	157236885	35
chr2_h1	157290161	157291180	157290505	11
chr2_h1	157294067	157294948	157294408	11
chr2_h1	157301219	157302074	157301551	14
chr2_h1	157303403	157304344	157304038	17
chr2_h1	157315848	157316746	157316579	18
chr2_h1	157316871	157317468	157317149	14
chr2_h1	157321597	157322416	157322068	18
chr2_h1	157339928	157340830	157340517	9
chr2_h1	157355518	157356363	157356004	28
chr2_h1	157367047	157367964	157367388	65
chr2_h1	157397999	157398676	157398184	8
chr2_h1	157400192	157401172	157400480	8
chr2_h1	157403017	157403785	157403492	11
chr2_h1	157429861	157430799	157430464	11
chr2_h1	157455805	157456602	157456477	8
chr2_h1	157477262	157478212	157477625	13
chr2_h1	157480749	157481599	157481185	6
chr2_h1	157534018	157534952	157534449	9
chr2_h1	157556822	157557610	157557287	5
chr2_h1	157558499	157559513	157558696	11
chr2_h1	157606911	157607673	157607348	13
chr2_h1	157766194	157767088	157766687	7
chr2_h1	157767948	157768815	157768452	14
chr2_h1	157820618	157821441	157821103	21
chr2_h1	157826445	157826979	157826785	9
chr2_h1	158297582	158298605	158298367	26
chr2_h1	158304762	158305733	158305479	13
chr2_h1	158307254	158308247	158307643	7
chr2_h1	158331779	158332679	158332419	11
chr2_h1	158346821	158347694	158347186	24
chr2_h1	158352046	158352999	158352114	14
chr2_h1	158354049	158354929	158354499	27
chr2_h1	158371819	158372633	158372311	10
chr2_h1	158418753	158419522	158418954	13
chr2_h1	158423834	158424769	158424259	14
chr2_h1	158441306	158442162	158441791	18
chr2_h1	158443436	158444290	158443527	24
chr2_h1	158450918	158452036	158451336	88
chr2_h1	158454889	158455784	158455451	5
chr2_h1	158473016	158473951	158473687	11
chr2_h1	158474466	158475486	158474939	14
chr2_h1	158505598	158506446	158506062	17
chr2_h1	158509095	158510130	158509533	6
chr2_h1	158529855	158530574	158530099	12
chr2_h1	158537844	158538629	158538310	37
chr2_h1	158539139	158539923	158539492	35
chr2_h1	158546848	158547719	158547130	12
chr2_h1	158554328	158555179	158554725	251
chr2_h1	158558943	158559847	158559401	75
chr2_h1	158565207	158566010	158565492	9
chr2_h1	158588350	158589089	158588800	16
chr2_h1	158589187	158589867	158589313	8
chr2_h1	158619556	158620447	158619947	12
chr2_h1	158630053	158630967	158630468	14
chr2_h1	158636369	158637137	158636776	14
chr2_h1	158637245	158637642	158637466	8
chr2_h1	158649101	158649963	158649717	8
chr2_h1	158656205	158656770	158656488	11
chr2_h1	158663947	158664572	158664278	6
chr2_h1	158682194	158683095	158682397	7
chr2_h1	158685079	158686076	158685823	12
chr2_h1	158686979	158687903	158687589	11
chr2_h1	158866671	158867642	158867053	7
chr2_h1	158869995	158870765	158870433	119
chr2_h1	158871174	158871729	158871624	42
chr2_h1	158871865	158872653	158872349	72
chr2_h1	158873775	158874661	158873950	35
chr2_h1	158905598	158906455	158906177	15
chr2_h1	158913891	158914788	158914307	28
chr2_h1	158941256	158942154	158941721	56
chr2_h1	158948768	158949665	158949144	28
chr2_h1	158963713	158964524	158964154	9
chr2_h1	159019257	159019840	159019474	15
chr2_h1	159022153	159023098	159022358	13
chr2_h1	159050878	159051744	159051734	10
chr2_h1	159102874	159103814	159103593	16
chr2_h1	159105774	159106816	159106387	8
chr2_h1	159125696	159126540	159126326	12
chr2_h1	159142585	159143270	159143086	18
chr2_h1	159157908	159158943	159158288	12
chr2_h1	159239562	159240553	159240056	19
chr2_h1	159246004	159246876	159246268	10
chr2_h1	159246980	159247755	159247513	6
chr2_h1	159301956	159302833	159302407	25
chr2_h1	159304509	159305425	159304930	22
chr2_h1	159307824	159308678	159308387	18
chr2_h1	159329198	159329965	159329791	10
chr2_h1	159384687	159385640	159384832	12
chr2_h1	159462084	159462899	159462435	10
chr2_h1	159463060	159463885	159463333	7
chr2_h1	159486512	159487377	159486818	21
chr2_h1	159516791	159517758	159517500	10
chr2_h1	159525773	159526470	159526309	11
chr2_h1	159531213	159532037	159531914	20
chr2_h1	159556371	159557327	159556470	7
chr2_h1	159578006	159579084	159578774	16
chr2_h1	159608179	159609262	159608623	10
chr2_h1	159609581	159610553	159610366	7
chr2_h1	159660275	159661180	159660652	9
chr2_h1	159671413	159672263	159671975	13
chr2_h1	159684307	159685198	159684815	44
chr2_h1	159686341	159687205	159686612	43
chr2_h1	159716841	159717746	159717154	13
